fotograma,tipo_objeto,confianza,identificador_tracking,x1,y1,x2,y2,matrícula_en_su_caso,confianza_matricula,mx1,my1,mx2,my2,texto_matricula
809,car,0.309,5,1414,325,1467,376,No,,,,,,
810,car,0.943,3,0,232,645,997,No,,,,,,
810,car,0.277,1,1274,318,1309,349,No,,,,,,
810,car,0.668,6,1202,320,1265,360,No,,,,,,
810,car,0.515,4,1431,325,1513,380,No,,,,,,
810,car,0.453,2,1384,325,1438,361,No,,,,,,
810,car,0.315,5,1417,325,1468,377,No,,,,,,
811,car,0.944,3,0,226,602,968,No,,,,,,
811,car,0.224,1,1274,318,1308,349,No,,,,,,
811,car,0.643,6,1202,319,1267,360,No,,,,,,
811,car,0.525,4,1432,325,1513,380,No,,,,,,
811,car,0.457,2,1384,325,1437,361,No,,,,,,
811,car,0.317,5,1421,324,1470,376,No,,,,,,
812,car,0.945,3,0,220,555,955,No,,,,,,
812,car,0.247,1,1272,317,1307,348,No,,,,,,
812,car,0.583,6,1202,318,1269,361,No,,,,,,
812,car,0.537,4,1432,325,1513,380,No,,,,,,
812,car,0.461,2,1384,325,1436,361,No,,,,,,
812,car,0.317,5,1424,324,1473,377,No,,,,,,
813,car,0.931,3,0,219,502,952,No,,,,,,
813,car,0.226,1,1272,317,1307,349,No,,,,,,
813,car,0.569,6,1202,318,1270,361,No,,,,,,
813,car,0.560,4,1431,325,1513,380,No,,,,,,
813,car,0.463,2,1384,325,1436,361,No,,,,,,
813,car,0.328,5,1424,324,1476,377,No,,,,,,
814,car,0.880,3,0,228,438,952,No,,,,,,
814,car,0.572,6,1203,318,1271,362,No,,,,,,
814,car,0.555,4,1432,325,1513,380,No,,,,,,
814,car,0.462,2,1384,325,1436,361,No,,,,,,
814,car,0.311,5,1424,324,1474,377,No,,,,,,
815,car,0.771,3,0,241,364,984,No,,,,,,
815,car,0.639,6,1203,318,1272,361,No,,,,,,
815,car,0.538,4,1432,325,1513,380,No,,,,,,
815,car,0.478,2,1384,325,1436,361,No,,,,,,
815,car,0.318,5,1422,324,1471,377,No,,,,,,
815,car,0.572,1,1343,321,1382,352,No,,,,,,
816,car,0.824,3,0,302,274,1039,No,,,,,,
816,car,0.708,6,1203,319,1273,361,No,,,,,,
816,car,0.555,4,1432,325,1513,380,No,,,,,,
816,car,0.474,2,1384,325,1437,361,No,,,,,,
816,car,0.331,5,1422,324,1472,377,No,,,,,,
816,car,0.571,1,1343,321,1382,352,No,,,,,,
817,car,0.798,3,0,392,163,1046,No,,,,,,
817,car,0.682,6,1204,319,1272,361,No,,,,,,
817,car,0.560,4,1432,325,1512,380,No,,,,,,
817,car,0.521,2,1384,325,1435,361,No,,,,,,
817,car,0.334,5,1423,325,1472,377,No,,,,,,
817,car,0.581,1,1343,322,1382,352,No,,,,,,
818,car,0.706,6,1206,318,1273,362,No,,,,,,
818,car,0.555,4,1433,325,1512,380,No,,,,,,
818,car,0.519,2,1384,325,1434,361,No,,,,,,
818,car,0.330,5,1424,325,1472,377,No,,,,,,
818,car,0.578,1,1343,322,1381,352,No,,,,,,
819,car,0.749,6,1206,319,1274,363,No,,,,,,
819,car,0.563,4,1432,326,1512,380,No,,,,,,
819,car,0.528,2,1384,325,1434,361,No,,,,,,
819,car,0.335,5,1424,325,1472,377,No,,,,,,
819,car,0.573,1,1343,322,1382,352,No,,,,,,
819,car,0.459,3,1386,324,1446,367,No,,,,,,
820,car,0.779,6,1207,319,1274,363,Yes,0.320,1239,346,1251,350,
820,car,0.583,4,1432,326,1512,380,No,,,,,,
820,car,0.516,2,1384,325,1434,361,No,,,,,,
820,car,0.346,5,1424,325,1473,377,No,,,,,,
820,car,0.572,1,1343,322,1383,352,No,,,,,,
820,car,0.459,3,1386,324,1446,367,No,,,,,,
821,car,0.777,6,1208,319,1276,363,No,,,,,,
821,car,0.581,4,1432,325,1513,380,No,,,,,,
821,car,0.517,2,1383,325,1434,361,No,,,,,,
821,car,0.337,5,1425,325,1472,377,No,,,,,,
821,car,0.557,1,1344,321,1382,352,No,,,,,,
821,car,0.455,3,1386,324,1445,367,No,,,,,,
822,car,0.760,6,1209,320,1277,363,No,,,,,,
822,car,0.588,4,1432,325,1513,380,No,,,,,,
822,car,0.518,2,1383,325,1434,361,No,,,,,,
822,car,0.346,5,1425,325,1473,377,No,,,,,,
822,car,0.566,1,1343,322,1383,352,No,,,,,,
822,car,0.457,3,1386,324,1445,367,No,,,,,,
823,car,0.726,6,1209,320,1278,364,No,,,,,,
823,car,0.597,4,1431,325,1513,380,No,,,,,,
823,car,0.512,2,1384,325,1435,361,No,,,,,,
823,car,0.344,5,1426,325,1476,378,No,,,,,,
823,car,0.566,1,1343,322,1384,352,No,,,,,,
823,car,0.452,3,1386,324,1445,367,No,,,,,,
824,car,0.732,6,1210,321,1279,364,No,,,,,,
824,car,0.597,4,1431,325,1513,380,No,,,,,,
824,car,0.503,2,1384,325,1435,361,No,,,,,,
824,car,0.347,5,1426,325,1478,378,No,,,,,,
824,car,0.564,1,1343,321,1384,352,No,,,,,,
824,car,0.448,3,1386,324,1445,367,No,,,,,,
825,car,0.714,6,1212,320,1280,364,No,,,,,,
825,car,0.616,4,1431,325,1513,380,No,,,,,,
825,car,0.502,2,1383,325,1435,361,No,,,,,,
825,car,0.355,5,1427,325,1484,378,No,,,,,,
825,car,0.576,1,1344,321,1384,352,No,,,,,,
825,car,0.440,3,1386,324,1445,367,No,,,,,,
826,car,0.717,6,1212,319,1280,365,No,,,,,,
826,car,0.628,4,1431,325,1512,380,No,,,,,,
826,car,0.500,2,1383,325,1435,361,No,,,,,,
826,car,0.569,1,1343,321,1384,352,No,,,,,,
826,car,0.436,3,1386,324,1446,367,No,,,,,,
827,car,0.688,6,1213,320,1282,365,No,,,,,,
827,car,0.625,4,1431,325,1512,380,No,,,,,,
827,car,0.503,2,1383,325,1435,361,No,,,,,,
827,car,0.554,1,1344,321,1384,352,No,,,,,,
827,car,0.432,3,1387,324,1446,367,No,,,,,,
828,car,0.673,6,1213,319,1284,366,No,,,,,,
828,car,0.633,4,1431,324,1512,380,No,,,,,,
828,car,0.508,2,1383,325,1435,361,No,,,,,,
828,car,0.568,1,1344,321,1384,352,No,,,,,,
828,car,0.441,3,1387,324,1446,367,No,,,,,,
829,car,0.651,6,1213,322,1285,369,No,,,,,,
829,car,0.627,4,1431,325,1512,380,No,,,,,,
829,car,0.495,2,1383,324,1435,361,No,,,,,,
829,car,0.567,1,1344,321,1384,352,No,,,,,,
829,car,0.439,3,1386,324,1447,367,No,,,,,,
830,car,0.690,6,1214,323,1286,370,No,,,,,,
830,car,0.633,4,1431,325,1513,380,No,,,,,,
830,car,0.495,2,1384,324,1435,361,No,,,,,,
830,car,0.570,1,1344,321,1384,352,No,,,,,,
830,car,0.444,3,1386,324,1448,368,No,,,,,,
830,car,0.352,5,1425,325,1485,377,No,,,,,,
831,car,0.709,6,1215,322,1288,371,No,,,,,,
831,car,0.636,4,1432,324,1513,379,No,,,,,,
831,car,0.475,2,1384,325,1435,361,No,,,,,,
831,car,0.571,1,1344,321,1384,352,No,,,,,,
831,car,0.435,3,1387,324,1448,368,No,,,,,,
831,car,0.343,5,1427,324,1490,377,No,,,,,,
832,car,0.712,6,1215,323,1289,371,No,,,,,,
832,car,0.638,4,1432,324,1513,379,No,,,,,,
832,car,0.480,2,1383,325,1435,361,No,,,,,,
832,car,0.561,1,1344,321,1384,352,No,,,,,,
832,car,0.437,3,1387,324,1448,369,No,,,,,,
832,car,0.351,5,1427,324,1491,377,No,,,,,,
833,car,0.716,6,1215,322,1291,372,No,,,,,,
833,car,0.636,4,1432,325,1513,379,No,,,,,,
833,car,0.476,2,1384,325,1436,361,No,,,,,,
833,car,0.573,1,1344,321,1384,353,No,,,,,,
833,car,0.446,3,1387,324,1449,369,No,,,,,,
833,car,0.343,5,1427,325,1493,377,No,,,,,,
834,car,0.669,6,1216,324,1295,374,No,,,,,,
834,car,0.633,4,1431,324,1513,379,No,,,,,,
834,car,0.477,2,1384,325,1436,361,No,,,,,,
834,car,0.573,1,1344,321,1385,353,No,,,,,,
834,car,0.439,3,1387,324,1448,369,No,,,,,,
835,car,0.669,6,1218,323,1297,375,No,,,,,,
835,car,0.627,4,1431,324,1513,379,No,,,,,,
835,car,0.475,2,1384,325,1436,361,No,,,,,,
835,car,0.565,1,1344,321,1384,352,No,,,,,,
835,car,0.440,3,1387,324,1449,368,No,,,,,,
836,car,0.698,6,1218,317,1299,377,No,,,,,,
836,car,0.628,4,1432,324,1513,379,No,,,,,,
836,car,0.478,2,1384,325,1436,361,No,,,,,,
836,car,0.575,1,1344,321,1383,353,No,,,,,,
836,car,0.440,3,1386,324,1449,368,No,,,,,,
837,car,0.733,6,1218,314,1301,379,No,,,,,,
837,car,0.628,4,1432,324,1513,379,No,,,,,,
837,car,0.475,2,1383,325,1436,361,No,,,,,,
837,car,0.570,1,1344,321,1384,353,No,,,,,,
837,car,0.438,3,1386,323,1448,368,No,,,,,,
838,car,0.719,6,1219,315,1303,380,No,,,,,,
838,car,0.635,4,1432,324,1513,380,No,,,,,,
838,car,0.472,2,1383,324,1435,361,No,,,,,,
838,car,0.575,1,1344,321,1384,353,No,,,,,,
838,car,0.440,3,1386,323,1448,368,No,,,,,,
838,car,0.379,5,988,304,1073,342,No,,,,,,
839,car,0.729,6,1219,313,1304,380,No,,,,,,
839,car,0.639,4,1432,324,1513,380,No,,,,,,
839,car,0.473,2,1383,325,1436,361,No,,,,,,
839,car,0.567,1,1344,321,1383,353,No,,,,,,
839,car,0.443,3,1386,323,1448,369,No,,,,,,
840,car,0.710,6,1220,311,1304,380,No,,,,,,
840,car,0.634,4,1432,324,1513,380,No,,,,,,
840,car,0.466,2,1383,324,1436,361,No,,,,,,
840,car,0.575,1,1344,321,1384,352,No,,,,,,
840,car,0.428,3,1386,323,1448,368,No,,,,,,
840,car,0.415,5,989,303,1071,343,No,,,,,,
841,car,0.724,6,1221,313,1305,380,No,,,,,,
841,car,0.612,4,1432,325,1513,380,No,,,,,,
841,car,0.488,2,1383,325,1436,362,No,,,,,,
841,car,0.564,1,1343,321,1382,352,No,,,,,,
841,car,0.469,3,1386,324,1447,369,No,,,,,,
842,car,0.656,6,1222,313,1305,380,No,,,,,,
842,car,0.611,4,1432,325,1513,380,No,,,,,,
842,car,0.484,2,1383,325,1437,362,No,,,,,,
842,car,0.566,1,1343,321,1381,352,No,,,,,,
842,car,0.463,3,1386,324,1446,369,No,,,,,,
843,car,0.702,6,1223,316,1306,381,No,,,,,,
843,car,0.612,4,1432,325,1513,380,No,,,,,,
843,car,0.487,2,1383,325,1437,362,No,,,,,,
843,car,0.558,1,1343,321,1381,352,No,,,,,,
843,car,0.467,3,1386,324,1446,370,No,,,,,,
843,car,0.487,5,990,305,1076,343,No,,,,,,
844,car,0.739,6,1223,318,1308,382,No,,,,,,
844,car,0.619,4,1432,325,1513,380,No,,,,,,
844,car,0.481,2,1383,325,1436,362,No,,,,,,
844,car,0.537,1,1344,321,1380,352,No,,,,,,
844,car,0.448,3,1386,324,1446,369,No,,,,,,
844,car,0.446,5,992,305,1077,344,No,,,,,,
845,car,0.755,6,1223,319,1310,384,No,,,,,,
845,car,0.623,4,1432,325,1513,380,No,,,,,,
845,car,0.485,2,1383,325,1436,362,No,,,,,,
845,car,0.548,1,1344,321,1381,353,No,,,,,,
845,car,0.451,3,1386,324,1446,369,No,,,,,,
846,car,0.761,6,1224,320,1312,386,No,,,,,,
846,car,0.624,4,1431,325,1513,380,No,,,,,,
846,car,0.482,2,1383,325,1436,362,No,,,,,,
846,car,0.556,1,1344,321,1381,353,No,,,,,,
846,car,0.452,3,1386,324,1446,369,No,,,,,,
846,car,0.439,5,990,305,1082,343,No,,,,,,
847,car,0.776,6,1225,320,1313,387,No,,,,,,
847,car,0.625,4,1432,325,1513,380,No,,,,,,
847,car,0.470,2,1383,325,1436,362,No,,,,,,
847,car,0.571,1,1344,321,1381,353,No,,,,,,
847,car,0.444,3,1386,324,1446,369,No,,,,,,
847,car,0.382,5,989,305,1081,343,No,,,,,,
848,car,0.771,6,1226,319,1315,387,No,,,,,,
848,car,0.624,4,1432,325,1513,380,No,,,,,,
848,car,0.470,2,1383,325,1437,362,No,,,,,,
848,car,0.559,1,1344,321,1381,353,No,,,,,,
848,car,0.444,3,1386,324,1447,369,No,,,,,,
848,car,0.389,5,989,306,1082,343,No,,,,,,
849,car,0.771,6,1227,320,1316,387,No,,,,,,
849,car,0.623,4,1432,325,1513,380,No,,,,,,
849,car,0.472,2,1383,325,1437,362,No,,,,,,
849,car,0.552,1,1344,322,1383,353,No,,,,,,
849,car,0.438,3,1386,324,1446,369,No,,,,,,
849,car,0.337,5,990,306,1074,344,No,,,,,,
850,car,0.780,6,1229,321,1318,390,No,,,,,,
850,car,0.622,4,1432,325,1513,380,No,,,,,,
850,car,0.467,2,1383,325,1436,362,No,,,,,,
850,car,0.558,1,1344,322,1382,353,No,,,,,,
850,car,0.435,3,1386,324,1446,369,No,,,,,,
850,car,0.317,5,992,307,1073,344,No,,,,,,
851,car,0.775,6,1230,321,1320,391,No,,,,,,
851,car,0.626,4,1432,325,1512,380,No,,,,,,
851,car,0.475,2,1383,325,1437,362,No,,,,,,
851,car,0.567,1,1344,322,1383,353,No,,,,,,
851,car,0.440,3,1386,324,1447,369,No,,,,,,
851,car,0.291,5,999,307,1064,344,No,,,,,,
852,car,0.720,6,1231,321,1323,391,No,,,,,,
852,car,0.631,4,1432,325,1512,380,No,,,,,,
852,car,0.479,2,1383,325,1437,362,No,,,,,,
852,car,0.568,1,1344,322,1383,352,No,,,,,,
852,car,0.443,3,1386,324,1447,369,No,,,,,,
852,car,0.273,5,1001,307,1062,343,No,,,,,,
853,car,0.760,6,1233,318,1324,392,Yes,0.335,1276,363,1292,369,
853,car,0.608,4,1433,325,1513,380,No,,,,,,
853,car,0.476,2,1383,325,1437,362,No,,,,,,
853,car,0.596,1,1345,322,1384,352,No,,,,,,
853,car,0.446,3,1386,324,1448,370,No,,,,,,
854,car,0.778,6,1234,318,1326,393,No,,,,,,
854,car,0.602,4,1433,325,1513,380,No,,,,,,
854,car,0.464,2,1383,325,1437,362,No,,,,,,
854,car,0.589,1,1344,322,1385,352,No,,,,,,
854,car,0.440,3,1387,324,1449,370,No,,,,,,
855,car,0.773,6,1234,317,1330,394,No,,,,,,
855,car,0.584,4,1433,325,1513,380,No,,,,,,
855,car,0.481,2,1384,324,1438,362,No,,,,,,
855,car,0.609,1,1344,322,1386,352,No,,,,,,
855,car,0.459,3,1387,324,1449,370,No,,,,,,
856,car,0.807,6,1235,317,1331,394,No,,,,,,
856,car,0.576,4,1434,325,1513,380,No,,,,,,
856,car,0.471,2,1384,324,1438,362,No,,,,,,
856,car,0.614,1,1342,323,1386,353,No,,,,,,
856,car,0.452,3,1387,324,1449,370,No,,,,,,
857,car,0.806,6,1236,317,1333,395,No,,,,,,
857,car,0.582,4,1434,325,1513,379,No,,,,,,
857,car,0.476,2,1384,324,1438,362,No,,,,,,
857,car,0.610,1,1341,323,1386,353,No,,,,,,
857,car,0.450,3,1388,323,1449,370,No,,,,,,
858,car,0.768,6,1236,316,1335,395,Yes,0.370,1283,366,1300,373,
858,car,0.584,4,1434,325,1513,379,No,,,,,,
858,car,0.473,2,1384,324,1438,362,No,,,,,,
858,car,0.614,1,1342,323,1386,353,No,,,,,,
858,car,0.454,3,1388,323,1450,370,No,,,,,,
859,car,0.772,6,1236,317,1337,395,Yes,0.320,1283,367,1302,374,
859,car,0.581,4,1434,325,1513,379,No,,,,,,
859,car,0.487,2,1384,324,1438,362,No,,,,,,
859,car,0.596,1,1342,323,1386,353,No,,,,,,
859,car,0.457,3,1388,323,1450,370,No,,,,,,
860,car,0.772,6,1237,316,1339,396,No,,,,,,
860,car,0.591,4,1434,325,1513,379,No,,,,,,
860,car,0.489,2,1384,324,1439,362,No,,,,,,
860,car,0.568,1,1342,323,1387,352,No,,,,,,
860,car,0.446,3,1388,323,1450,371,No,,,,,,
861,car,0.749,6,1237,316,1342,397,No,,,,,,
861,car,0.585,4,1434,325,1513,379,No,,,,,,
861,car,0.494,2,1383,324,1439,363,No,,,,,,
861,car,0.526,1,1342,323,1387,352,No,,,,,,
861,car,0.443,3,1388,323,1450,371,No,,,,,,
862,car,0.763,6,1238,316,1344,399,No,,,,,,
862,car,0.594,4,1434,325,1513,379,No,,,,,,
862,car,0.494,2,1384,325,1438,363,No,,,,,,
862,car,0.499,1,1342,324,1387,353,No,,,,,,
862,car,0.435,3,1388,323,1449,371,No,,,,,,
863,car,0.773,6,1239,317,1346,401,Yes,0.557,1290,370,1308,378,
863,car,0.579,4,1434,325,1513,379,No,,,,,,
863,car,0.476,2,1384,325,1439,363,No,,,,,,
863,car,0.466,1,1343,324,1388,353,No,,,,,,
863,car,0.426,3,1388,323,1450,371,No,,,,,,
864,car,0.787,6,1241,317,1348,402,Yes,0.719,1291,371,1310,379,
864,car,0.577,4,1434,325,1513,379,No,,,,,,
864,car,0.466,2,1384,325,1439,363,No,,,,,,
864,car,0.466,1,1343,324,1387,353,No,,,,,,
864,car,0.428,3,1388,323,1450,371,No,,,,,,
865,car,0.799,6,1242,317,1350,402,No,,,,,,
865,car,0.596,4,1433,325,1513,380,No,,,,,,
865,car,0.460,2,1384,325,1439,363,No,,,,,,
865,car,0.353,1,1343,324,1383,353,No,,,,,,
865,car,0.392,3,1387,324,1450,371,No,,,,,,
866,car,0.813,6,1242,316,1352,404,No,,,,,,
866,car,0.587,4,1434,325,1513,380,No,,,,,,
866,car,0.463,2,1385,325,1439,363,No,,,,,,
866,car,0.405,1,1343,325,1385,353,No,,,,,,
866,car,0.404,3,1388,324,1450,371,No,,,,,,
867,car,0.810,6,1243,315,1355,404,Yes,0.668,1296,374,1315,382,
867,car,0.585,4,1434,325,1513,380,No,,,,,,
867,car,0.485,2,1385,325,1438,362,No,,,,,,
867,car,0.416,1,1343,325,1379,352,No,,,,,,
867,car,0.414,3,1388,324,1450,371,No,,,,,,
868,car,0.819,6,1244,316,1358,405,Yes,0.743,1297,375,1317,383,
868,car,0.585,4,1433,325,1513,380,No,,,,,,
868,car,0.485,2,1386,325,1438,363,No,,,,,,
868,car,0.351,1,1344,325,1384,352,No,,,,,,
868,car,0.408,3,1388,323,1450,371,No,,,,,,
869,car,0.853,6,1245,315,1361,405,No,,,,,,
869,car,0.586,4,1433,325,1513,380,No,,,,,,
869,car,0.482,2,1386,324,1438,362,No,,,,,,
869,car,0.433,1,1345,324,1388,352,No,,,,,,
869,car,0.408,3,1388,323,1451,371,No,,,,,,
870,car,0.851,6,1245,316,1362,406,Yes,0.663,1301,377,1321,386,
870,car,0.602,4,1433,325,1513,380,No,,,,,,
870,car,0.467,2,1386,324,1438,362,No,,,,,,
870,car,0.506,1,1349,325,1393,355,No,,,,,,
870,car,0.391,3,1389,323,1450,371,No,,,,,,
871,car,0.849,6,1245,315,1365,408,Yes,0.617,1303,378,1323,387,
871,car,0.593,4,1433,325,1513,380,No,,,,,,
871,car,0.469,2,1386,325,1438,362,No,,,,,,
871,car,0.476,1,1351,325,1396,357,No,,,,,,
871,car,0.396,3,1389,323,1450,371,No,,,,,,
872,car,0.853,6,1246,316,1367,412,Yes,0.688,1304,379,1325,388,
872,car,0.593,4,1434,325,1513,380,No,,,,,,
872,car,0.463,2,1387,325,1438,363,No,,,,,,
872,car,0.466,1,1352,324,1397,357,No,,,,,,
872,car,0.393,3,1389,323,1451,371,No,,,,,,
873,car,0.858,6,1246,316,1369,413,Yes,0.689,1306,380,1327,389,
873,car,0.592,4,1434,325,1513,380,No,,,,,,
873,car,0.478,2,1386,325,1439,363,No,,,,,,
873,car,0.426,1,1356,324,1397,357,No,,,,,,
873,car,0.392,3,1389,323,1452,371,No,,,,,,
874,car,0.864,6,1246,316,1373,416,Yes,0.630,1307,381,1329,390,
874,car,0.579,4,1434,324,1513,379,No,,,,,,
874,car,0.484,2,1387,325,1440,363,No,,,,,,
874,car,0.376,1,1358,324,1397,357,No,,,,,,
874,car,0.403,3,1390,323,1453,371,No,,,,,,
875,car,0.885,6,1247,316,1376,417,Yes,0.699,1309,382,1332,392,
875,car,0.583,4,1434,324,1513,379,No,,,,,,
875,car,0.500,2,1388,324,1440,364,No,,,,,,
875,car,0.339,1,1361,324,1397,357,No,,,,,,
875,car,0.419,3,1391,323,1454,371,No,,,,,,
876,car,0.872,6,1250,316,1379,420,Yes,0.584,1312,383,1334,393,
876,car,0.582,4,1434,325,1513,379,No,,,,,,
876,car,0.495,2,1389,325,1441,364,No,,,,,,
876,car,0.330,1,1362,324,1396,357,No,,,,,,
876,car,0.417,3,1391,323,1453,371,No,,,,,,
877,car,0.852,6,1249,315,1383,421,Yes,0.769,1314,385,1337,394,
877,car,0.581,4,1435,325,1513,379,No,,,,,,
877,car,0.506,2,1389,325,1443,365,No,,,,,,
877,car,0.255,1,1364,323,1395,356,No,,,,,,
877,car,0.447,3,1391,324,1454,371,No,,,,,,
878,car,0.850,6,1250,316,1387,423,Yes,0.590,1316,386,1340,396,
878,car,0.591,4,1435,325,1513,379,No,,,,,,
878,car,0.501,2,1388,325,1445,365,No,,,,,,
878,car,0.210,1,1365,323,1396,356,No,,,,,,
878,car,0.355,3,1393,324,1453,372,No,,,,,,
879,car,0.836,6,1250,316,1390,426,Yes,0.557,1316,387,1342,397,
879,car,0.586,4,1435,325,1513,380,No,,,,,,
879,car,0.499,2,1388,326,1446,365,No,,,,,,
880,car,0.917,6,1251,316,1396,428,Yes,0.622,1321,389,1346,399,
880,car,0.578,4,1435,324,1513,379,No,,,,,,
880,car,0.499,2,1386,326,1446,365,No,,,,,,
880,car,0.591,1,1077,313,1143,345,No,,,,,,
881,car,0.860,6,1252,315,1399,429,Yes,0.843,1324,391,1349,401,
881,car,0.566,4,1438,324,1513,380,No,,,,,,
881,car,0.503,2,1382,325,1448,366,No,,,,,,
881,car,0.623,1,1078,312,1145,346,No,,,,,,
882,car,0.885,6,1254,316,1402,431,Yes,0.794,1327,392,1352,403,
882,car,0.568,4,1439,324,1512,380,No,,,,,,
882,car,0.514,2,1381,325,1447,367,No,,,,,,
882,car,0.596,1,1080,313,1146,346,No,,,,,,
883,car,0.864,6,1256,315,1407,433,Yes,0.802,1330,394,1355,405,
883,car,0.569,4,1439,324,1512,380,No,,,,,,
883,car,0.491,2,1384,325,1453,370,No,,,,,,
883,car,0.505,1,1086,311,1150,344,No,,,,,,
884,car,0.841,6,1258,315,1411,433,Yes,0.804,1330,396,1359,407,
884,car,0.569,4,1440,324,1512,380,No,,,,,,
884,car,0.462,2,1386,324,1455,370,No,,,,,,
884,car,0.534,1,1086,310,1155,343,No,,,,,,
885,car,0.825,6,1260,315,1414,436,Yes,0.830,1336,398,1363,409,
885,car,0.584,4,1440,324,1512,380,No,,,,,,
885,car,0.481,2,1389,324,1455,370,No,,,,,,
885,car,0.477,1,1089,310,1158,343,No,,,,,,
886,car,0.812,6,1261,315,1420,438,Yes,0.671,1340,400,1367,411,
886,car,0.598,4,1442,324,1513,380,No,,,,,,
886,car,0.431,2,1392,324,1456,370,No,,,,,,
886,car,0.500,1,1093,310,1159,343,Yes,0.671,1129,340,1148,342,
887,car,0.838,6,1261,316,1426,442,Yes,0.843,1344,401,1372,413,
887,car,0.609,4,1442,324,1513,380,No,,,,,,
887,car,0.416,2,1397,324,1455,370,No,,,,,,
887,car,0.550,1,1097,310,1160,343,Yes,0.843,1132,340,1150,342,
888,car,0.849,6,1262,317,1431,446,Yes,0.853,1348,403,1377,415,
888,car,0.610,4,1441,324,1513,380,No,,,,,,
888,car,0.366,2,1399,323,1454,368,No,,,,,,
888,car,0.565,1,1099,309,1162,343,Yes,0.853,1134,340,1152,342,
889,car,0.871,6,1263,316,1439,449,Yes,0.885,1348,405,1382,417,
889,car,0.600,4,1442,324,1513,380,No,,,,,,
889,car,0.303,2,1404,323,1451,367,No,,,,,,
889,car,0.531,1,1100,307,1165,345,No,,,,,,
890,car,0.868,6,1265,316,1445,452,Yes,0.879,1357,407,1387,420,
890,car,0.611,4,1443,324,1513,380,No,,,,,,
890,car,0.275,2,1407,322,1452,367,No,,,,,,
890,car,0.554,1,1101,306,1166,346,No,,,,,,
891,car,0.894,6,1265,317,1452,455,Yes,0.873,1358,409,1393,422,
891,car,0.574,4,1444,324,1513,380,No,,,,,,
891,car,0.218,2,1411,322,1453,366,No,,,,,,
891,car,0.576,1,1103,305,1168,346,Yes,0.873,1141,340,1157,343,
892,car,0.882,6,1267,317,1459,458,Yes,0.871,1368,412,1399,424,
892,car,0.564,4,1444,325,1514,380,No,,,,,,
892,car,0.604,1,1105,307,1168,346,Yes,0.871,1143,340,1158,343,
893,car,0.834,6,1269,317,1466,461,Yes,0.873,1374,414,1406,427,
893,car,0.539,4,1450,325,1513,380,No,,,,,,
893,car,0.645,1,1106,308,1170,346,Yes,0.873,1145,340,1160,344,
894,car,0.868,6,1274,317,1475,467,Yes,0.901,1381,416,1414,430,
894,car,0.514,4,1456,324,1513,380,No,,,,,,
894,car,0.560,1,1108,307,1171,347,No,,,,,,
895,car,0.858,6,1276,317,1485,471,Yes,0.919,1388,419,1422,433,
895,car,0.517,4,1446,324,1514,380,No,,,,,,
895,car,0.637,1,1109,308,1173,347,No,,,,,,
895,car,0.343,2,1243,316,1284,341,No,,,,,,
896,car,0.875,6,1278,317,1495,475,Yes,0.897,1395,422,1430,436,
896,car,0.516,4,1453,325,1514,380,No,,,,,,
896,car,0.598,1,1111,307,1175,346,No,,,,,,
896,car,0.347,2,1244,316,1285,342,No,,,,,,
897,car,0.884,6,1280,317,1503,479,Yes,0.915,1404,425,1439,440,
897,car,0.474,4,1455,325,1513,381,No,,,,,,
897,car,0.710,1,1112,308,1177,346,No,,,,,,
897,car,0.433,2,1243,315,1286,344,No,,,,,,
898,car,0.870,6,1283,316,1514,484,Yes,0.905,1412,429,1449,444,
898,car,0.383,4,1459,324,1513,382,No,,,,,,
898,car,0.658,1,1113,308,1178,346,No,,,,,,
898,car,0.396,2,1243,314,1286,343,No,,,,,,
899,car,0.865,6,1286,316,1526,490,Yes,0.894,1422,432,1460,448,
899,car,0.357,4,1465,323,1513,381,No,,,,,,
899,car,0.709,1,1115,308,1180,347,No,,,,,,
899,car,0.425,2,1243,313,1287,343,No,,,,,,
900,car,0.861,6,1290,316,1539,495,Yes,0.908,1432,437,1471,453,
900,car,0.631,1,1116,308,1181,347,No,,,,,,
900,car,0.378,2,1242,313,1287,343,No,,,,,,
901,car,0.875,6,1292,317,1552,499,Yes,0.867,1443,441,1483,458,
901,car,0.588,1,1125,310,1182,346,No,,,,,,
901,car,0.312,2,1242,313,1286,342,No,,,,,,
902,car,0.866,6,1295,317,1567,505,Yes,0.828,1451,445,1496,463,
902,car,0.580,1,1132,310,1184,346,No,,,,,,
902,car,0.318,2,1242,313,1287,342,No,,,,,,
903,car,0.878,6,1301,317,1583,512,Yes,0.807,1462,450,1511,468,
903,car,0.578,1,1134,310,1186,345,No,,,,,,
903,car,0.341,2,1241,314,1286,341,No,,,,,,
904,car,0.897,6,1307,316,1601,520,Yes,0.839,1478,455,1527,473,
904,car,0.594,1,1132,310,1188,346,No,,,,,,
904,car,0.365,2,1242,314,1286,341,No,,,,,,
905,car,0.916,6,1312,316,1618,526,Yes,0.877,1497,460,1544,479,
905,car,0.554,1,1133,310,1189,345,No,,,,,,
905,car,0.350,2,1242,315,1286,341,No,,,,,,
906,car,0.915,6,1317,317,1635,532,Yes,0.882,1508,465,1562,485,
906,car,0.546,1,1134,310,1190,346,No,,,,,,
906,car,0.340,2,1242,315,1285,341,No,,,,,,
907,car,0.884,6,1324,318,1657,539,Yes,0.877,1531,471,1582,491,
